preference_key,movie_title,star_cast,rating,year,place,vote,link
3,Los infiltrados,"Martin Scorsese (dir.), Leonardo DiCaprio, Matt Damon",8.475347785971705,2006,39,,/title/tt0407887/
4,Sospechosos comunes,"Bryan Singer (dir.), Kevin Spacey, Gabriel Byrne",8.473305071686637,1995,40,,/title/tt0114814/
1,El gran truco,"Christopher Nolan (dir.), Christian Bale, Hugh Jackman",8.468677115537213,2006,41,,/title/tt0482571/
2,Whiplash: Música y obsesión,"Damien Chazelle (dir.), Miles Teller, J.K. Simmons",8.463851634516649,2014,42,,/title/tt2582802/
3,Casablanca,"Michael Curtiz (dir.), Humphrey Bogart, Ingrid Bergman",8.46378659786526,1942,43,,/title/tt0034583/
4,Amigos intocables,"Olivier Nakache (dir.), François Cluzet, Omar Sy",8.454032483742019,2011,44,,/title/tt1675434/
1,Harakiri,"Masaki Kobayashi (dir.), Tatsuya Nakadai, Akira Ishihama",8.45263532272056,1962,45,,/title/tt0056058/
2,La tumba de las luciérnagas,"Isao Takahata (dir.), Tsutomu Tatsumi, Ayano Shiraishi",8.452081698309282,1988,46,,/title/tt0095327/
3,Tiempos modernos,"Charles Chaplin (dir.), Charles Chaplin, Paulette Goddard",8.448851049881236,1936,47,,/title/tt0027977/
4,Érase una vez en el oeste,"Sergio Leone (dir.), Henry Fonda, Charles Bronson",8.445690388188149,1968,48,,/title/tt0064116/
1,La ventana indiscreta,"Alfred Hitchcock (dir.), James Stewart, Grace Kelly",8.436743498408086,1954,49,,/title/tt0047396/
2,"Alien, el octavo pasajero","Ridley Scott (dir.), Sigourney Weaver, Tom Skerritt",8.434121317985078,1979,50,,/title/tt0078748/
3,Luces de la ciudad,"Charles Chaplin (dir.), Charles Chaplin, Virginia Cherrill",8.434075982106199,1931,51,,/title/tt0021749/
4,Cinema Paradiso,"Giuseppe Tornatore (dir.), Philippe Noiret, Enzo Cannavale",8.432003952363674,1988,52,,/title/tt0095765/
1,Apocalipsis ahora,"Francis Ford Coppola (dir.), Martin Sheen, Marlon Brando",8.424371430801823,1979,53,,/title/tt0078788/
2,Amnesia,"Christopher Nolan (dir.), Guy Pearce, Carrie-Anne Moss",8.423297065333106,2000,54,,/title/tt0209144/
3,Los cazadores del arca perdida,"Steven Spielberg (dir.), Harrison Ford, Karen Allen",8.408901741117875,1981,55,,/title/tt0082971/
4,Django sin cadenas,"Quentin Tarantino (dir.), Jamie Foxx, Christoph Waltz",8.405550537895577,2012,56,,/title/tt1853728/
1,WALL·E,"Andrew Stanton (dir.), Ben Burtt, Elissa Knight",8.393866327682032,2008,57,,/title/tt0910970/
2,La vida de los otros,"Florian Henckel von Donnersmarck (dir.), Ulrich Mühe, Martina Gedeck",8.38546077338502,2006,58,,/title/tt0405094/
3,El ocaso de una vida,"Billy Wilder (dir.), William Holden, Gloria Swanson",8.382062855335905,1950,59,,/title/tt0043014/
4,La patrulla infernal,"Stanley Kubrick (dir.), Kirk Douglas, Ralph Meeker",8.372342883030221,1957,60,,/title/tt0050825/
1,El resplandor,"Stanley Kubrick (dir.), Jack Nicholson, Shelley Duvall",8.366248154928385,1980,61,,/title/tt0081505/
2,El gran dictador,"Charles Chaplin (dir.), Charles Chaplin, Paulette Goddard",8.36609431782692,1940,62,,/title/tt0032553/
3,Testigo de cargo,"Billy Wilder (dir.), Tyrone Power, Marlene Dietrich",8.359969187631267,1957,63,,/title/tt0051201/
4,Avengers: Infinity War,"Anthony Russo (dir.), Robert Downey Jr., Chris Hemsworth",8.359557770667013,2018,64,,/title/tt4154756/
1,"Alien 2, el regreso","James Cameron (dir.), Sigourney Weaver, Michael Biehn",8.343272603775022,1986,65,,/title/tt0090605/
2,Belleza americana,"Sam Mendes (dir.), Kevin Spacey, Annette Bening",8.334726964212354,1999,66,,/title/tt0169547/
3,Spider-Man: Un nuevo universo,"Bob Persichetti (dir.), Shameik Moore, Jake Johnson",8.333232197772212,2018,67,,/title/tt4633694/
4,Dr Insólito o Cómo aprendí a no preocuparme y amar la bomba,"Stanley Kubrick (dir.), Peter Sellers, George C. Scott",8.33133619956546,1964,68,,/title/tt0057012/
1,Batman: El caballero de la noche asciende,"Christopher Nolan (dir.), Christian Bale, Tom Hardy",8.327698648357517,2012,69,,/title/tt1345836/
2,Cinco días para vengarse,"Park Chan-wook (dir.), Choi Min-sik, Yoo Ji-tae",8.32033423517917,2003,70,,/title/tt0364569/
3,Guasón,"Todd Phillips (dir.), Joaquin Phoenix, Robert De Niro",8.316550735117863,2019,71,,/title/tt7286456/
4,Amadeus,"Milos Forman (dir.), F. Murray Abraham, Tom Hulce",8.316034452783265,1984,72,,/title/tt0086879/
1,Toy Story,"John Lasseter (dir.), Tom Hanks, Tim Allen",8.314189355906313,1995,73,,/title/tt0114709/
2,Bastardos sin gloria,"Quentin Tarantino (dir.), Brad Pitt, Diane Kruger",8.314088791403428,2009,74,,/title/tt0361748/
3,Corazón valiente,"Mel Gibson (dir.), Mel Gibson, Sophie Marceau",8.314002679884123,1995,75,,/title/tt0112573/
4,Coco,"Lee Unkrich (dir.), Anthony Gonzalez, Gael García Bernal",8.313830801701933,2017,76,,/title/tt2380307/
1,El submarino,"Wolfgang Petersen (dir.), Jürgen Prochnow, Herbert Grönemeyer",8.312271381981148,1981,77,,/title/tt0082096/
2,Top Gun: Maverick,"Joseph Kosinski (dir.), Tom Cruise, Jennifer Connelly",8.307400761215199,2022,78,,/title/tt1745960/
3,Avengers: Endgame,"Anthony Russo (dir.), Robert Downey Jr., Chris Evans",8.303879586508147,2019,79,,/title/tt4154796/
4,La princesa Mononoke,"Hayao Miyazaki (dir.), Yôji Matsuda, Yuriko Ishida",8.303459119391881,1997,80,,/title/tt0119698/
1,Érase una vez en América,"Sergio Leone (dir.), Robert De Niro, James Woods",8.297789184240727,1984,81,,/title/tt0087843/
2,Mente indomable,"Gus Van Sant (dir.), Robin Williams, Matt Damon",8.28865289629886,1997,82,,/title/tt0119217/
3,Your Name,"Makoto Shinkai (dir.), Ryûnosuke Kamiki, Mone Kamishiraishi",8.279091828865408,2016,83,,/title/tt5311514/
4,Réquiem por un sueño,"Darren Aronofsky (dir.), Ellen Burstyn, Jared Leto",8.27597351883592,2000,84,,/title/tt0180093/
1,Toy Story 3,"Lee Unkrich (dir.), Tom Hanks, Tim Allen",8.274306160841869,2010,85,,/title/tt0435761/
2,Cantando bajo la lluvia,"Stanley Donen (dir.), Gene Kelly, Donald O'Connor",8.273522271405092,1952,86,,/title/tt0045152/
3,3 Idiots,"Rajkumar Hirani (dir.), Aamir Khan, Madhavan",8.273392053610548,2009,87,,/title/tt1187043/
4,Cielo e infierno,"Akira Kurosawa (dir.), Toshirô Mifune, Yutaka Sada",8.268623768587117,1963,88,,/title/tt0057565/
1,El regreso del Jedi,"Richard Marquand (dir.), Mark Hamill, Harrison Ford",8.265706920113722,1983,89,,/title/tt0086190/
2,2001: Odisea del espacio,"Stanley Kubrick (dir.), Keir Dullea, Gary Lockwood",8.263999029114748,1968,90,,/title/tt0062622/
3,Eterno resplandor de una mente sin recuerdos,"Michel Gondry (dir.), Jim Carrey, Kate Winslet",8.263261752730351,2004,91,,/title/tt0338013/
4,Perros de reserva,"Quentin Tarantino (dir.), Harvey Keitel, Tim Roth",8.262120819321897,1992,92,,/title/tt0105236/
1,Cafarnaúm: la ciudad olvidada,"Nadine Labaki (dir.), Zain Al Rafeea, Yordanos Shiferaw",8.26194076495913,2018,93,,/title/tt8267604/
2,La caza,"Thomas Vinterberg (dir.), Mads Mikkelsen, Thomas Bo Larsen",8.25610427744242,2012,94,,/title/tt2106476/
3,El ciudadano Kane,"Orson Welles (dir.), Orson Welles, Joseph Cotten",8.254976856017192,1941,95,,/title/tt0033467/
4,Lawrence de Arabia,"David Lean (dir.), Peter O'Toole, Alec Guinness",8.254141024462914,1962,96,,/title/tt0056172/
1,"M, el Maldito","Fritz Lang (dir.), Peter Lorre, Ellen Widmann",8.253731652427373,1931,97,,/title/tt0022100/
2,Ven y mira,"Elem Klimov (dir.), Aleksey Kravchenko, Olga Mironova",8.25167356607693,1985,98,,/title/tt0091251/
3,Intriga internacional,"Alfred Hitchcock (dir.), Cary Grant, Eva Marie Saint",8.2500191952005,1959,99,,/title/tt0053125/
4, De entre los muertos,"Alfred Hitchcock (dir.), James Stewart, Kim Novak",8.246289881051995,1958,10,,/title/tt0052357/
1,Amélie,"Jean-Pierre Jeunet (dir.), Audrey Tautou, Mathieu Kassovitz",8.244077339009333,2001,101,,/title/tt0211915/
2,Naranja mecánica,"Stanley Kubrick (dir.), Malcolm McDowell, Patrick Magee",8.242484623576411,1971,102,,/title/tt0066921/
3,Piso de soltero,"Billy Wilder (dir.), Jack Lemmon, Shirley MacLaine",8.239271905369996,1960,103,,/title/tt0053604/
4,Pacto de sangre,"Billy Wilder (dir.), Fred MacMurray, Barbara Stanwyck",8.238978626496257,1944,104,,/title/tt0036775/
1,Cara de guerra,"Stanley Kubrick (dir.), Matthew Modine, R. Lee Ermey",8.238582579438603,1987,105,,/title/tt0093058/
2,Vivir,"Akira Kurosawa (dir.), Takashi Shimura, Nobuo Kaneko",8.238254112704734,1952,106,,/title/tt0044741/
3,Hamilton,"Thomas Kail (dir.), Lin-Manuel Miranda, Phillipa Soo",8.235178621993965,2020,107,,/title/tt8503618/
4,Caracortada,"Brian De Palma (dir.), Al Pacino, Michelle Pfeiffer",8.235144805751194,1983,108,,/title/tt0086250/
1,El golpe,"George Roy Hill (dir.), Paul Newman, Robert Redford",8.227725821895907,1973,109,,/title/tt0070735/
2,Matar a un ruiseñor,"Robert Mulligan (dir.), Gregory Peck, John Megna",8.227331427715331,1962,110,,/title/tt0056592/
3,Fuego contra fuego,"Michael Mann (dir.), Al Pacino, Robert De Niro",8.224668137699163,1995,111,,/title/tt0113277/
4,"Up, una aventura de altura","Pete Docter (dir.), Edward Asner, Jordan Nagai",8.224418866124326,2009,112,,/title/tt1049413/
1,Taxi Driver,"Martin Scorsese (dir.), Robert De Niro, Jodie Foster",8.22400782750485,1976,113,,/title/tt0075314/
2,La mujer que cantaba,"Denis Villeneuve (dir.), Lubna Azabal, Mélissa Désormeaux-Poulin",8.223679754904259,2010,114,,/title/tt1255953/
3,Metrópolis,"Fritz Lang (dir.), Brigitte Helm, Alfred Abel",8.22223068602001,1927,115,,/title/tt0017136/
4,Una separación,"Asghar Farhadi (dir.), Payman Maadi, Leila Hatami",8.221766487316144,2011,116,,/title/tt1832382/
1,Los Ángeles al desnudo,"Curtis Hanson (dir.), Kevin Spacey, Russell Crowe",8.22170262624364,1997,117,,/title/tt0119488/
2,Snatch: Cerdos y diamantes,"Guy Ritchie (dir.), Jason Statham, Brad Pitt",8.218742926720985,2000,118,,/title/tt0208092/
3,Ladrones de bicicletas,"Vittorio De Sica (dir.), Lamberto Maggiorani, Enzo Staiola",8.218356696685778,1948,119,,/title/tt0040522/
4,Duro de matar,"John McTiernan (dir.), Bruce Willis, Alan Rickman",8.218086748863248,1988,120,,/title/tt0095016/
1,Indiana Jones y la última cruzada,"Steven Spielberg (dir.), Harrison Ford, Sean Connery",8.216971021391211,1989,121,,/title/tt0097576/
2,1917,"Sam Mendes (dir.), Dean-Charles Chapman, George MacKay",8.21137125677487,2019,122,,/title/tt8579674/
3,Like stars on Earth,"Aamir Khan (dir.), Darsheel Safary, Aamir Khan",8.211206593888623,2007,123,,/title/tt0986264/
4,La caída,"Oliver Hirschbiegel (dir.), Bruno Ganz, Alexandra Maria Lara",8.203812032243748,2004,124,,/title/tt0363163/
1,Por unos dólares más,"Sergio Leone (dir.), Clint Eastwood, Lee Van Cleef",8.201569628316287,1965,125,,/title/tt0059578/
2,Batman inicia,"Christopher Nolan (dir.), Christian Bale, Michael Caine",8.199856098786404,2005,126,,/title/tt0372784/
3,Dangal,"Nitesh Tiwari (dir.), Aamir Khan, Sakshi Tanwar",8.199118345028648,2016,127,,/title/tt5074352/
4,El chico,"Charles Chaplin (dir.), Charles Chaplin, Edna Purviance",8.193647129752675,1921,128,,/title/tt0012349/
1,Una Eva y dos Adanes,"Billy Wilder (dir.), Marilyn Monroe, Tony Curtis",8.19192309704665,1959,129,,/title/tt0053291/
2,La malvada,"Joseph L. Mankiewicz (dir.), Bette Davis, Anne Baxter",8.180799949815349,1950,130,,/title/tt0042192/
3,El padre,"Florian Zeller (dir.), Anthony Hopkins, Olivia Colman",8.180462425072825,2020,131,,/title/tt10272386/
4,Green Book Una amistad sin fronteras,"Peter Farrelly (dir.), Viggo Mortensen, Mahershala Ali",8.17595776306375,2018,132,,/title/tt6966692/
1,El lobo de Wall Street,"Martin Scorsese (dir.), Leonardo DiCaprio, Jonah Hill",8.174342003987954,2013,133,,/title/tt0993846/
2,Juicio en Nuremberg,"Stanley Kramer (dir.), Spencer Tracy, Burt Lancaster",8.170136457190855,1961,134,,/title/tt0055031/
3,Ran,"Akira Kurosawa (dir.), Tatsuya Nakadai, Akira Terao",8.165592696278594,1985,135,,/title/tt0089881/
4,Casino,"Martin Scorsese (dir.), Robert De Niro, Sharon Stone",8.163871586822836,1995,136,,/title/tt0112641/
1,El laberinto del fauno,"Guillermo del Toro (dir.), Ivana Baquero, Ariadna Gil",8.162227428560143,2006,137,,/title/tt0457430/
2,Los imperdonables,"Clint Eastwood (dir.), Clint Eastwood, Gene Hackman",8.161446623893486,1992,138,,/title/tt0105695/
3,Petróleo sangriento,"Paul Thomas Anderson (dir.), Daniel Day-Lewis, Paul Dano",8.157885418312421,2007,139,,/title/tt0469494/
4,Spider-Man: Sin Camino A Casa,"Jon Watts (dir.), Tom Holland, Zendaya",8.156534217382259,2021,140,,/title/tt10872600/
1,The Truman Show: Historia de una vida,"Peter Weir (dir.), Jim Carrey, Ed Harris",8.155737754255654,1998,141,,/title/tt0120382/
2,El sexto sentido,"M. Night Shyamalan (dir.), Bruce Willis, Haley Joel Osment",8.153534991893807,1999,142,,/title/tt0167404/
3,Una mente brillante,"Ron Howard (dir.), Russell Crowe, Ed Harris",8.152074131496821,2001,143,,/title/tt0268978/
4,Yojimbo,"Akira Kurosawa (dir.), Toshirô Mifune, Eijirô Tôno",8.1498977058271,1961,144,,/title/tt0055630/
1,Monty Python y el santo grial,"Terry Gilliam (dir.), Graham Chapman, John Cleese",8.149818219919533,1975,145,,/title/tt0071853/
2,El tesoro de la Sierra Madre,"John Huston (dir.), Humphrey Bogart, Walter Huston",8.148204883505471,1948,146,,/title/tt0040897/
3,La isla siniestra,"Martin Scorsese (dir.), Leonardo DiCaprio, Emily Mortimer",8.147578117374742,2010,147,,/title/tt1130884/
4,Parque jurásico,"Steven Spielberg (dir.), Sam Neill, Laura Dern",8.145444346291562,1993,148,,/title/tt0107290/
1,Rashomon,"Akira Kurosawa (dir.), Toshirô Mifune, Machiko Kyô",8.14238668508358,1950,149,,/title/tt0042876/
2,El gran escape,"John Sturges (dir.), Steve McQueen, James Garner",8.141435526028618,1963,150,,/title/tt0057115/
3,"Kill Bill, la venganza Volumen 1","Quentin Tarantino (dir.), Uma Thurman, David Carradine",8.137838447687994,2003,151,,/title/tt0266697/
4,Sin lugar para los débiles,"Ethan Coen (dir.), Tommy Lee Jones, Javier Bardem",8.13711137325495,2007,152,,/title/tt0477348/
1,Buscando a Nemo,"Andrew Stanton (dir.), Albert Brooks, Ellen DeGeneres",8.131365362282791,2003,153,,/title/tt0266543/
2,El hombre elefante,"David Lynch (dir.), Anthony Hopkins, John Hurt",8.129748323907815,1980,154,,/title/tt0080678/
3,Barrio Chino,"Roman Polanski (dir.), Jack Nicholson, Faye Dunaway",8.128610240129913,1974,155,,/title/tt0071315/
4,La cosa del otro mundo,"John Carpenter (dir.), Kurt Russell, Wilford Brimley",8.128346721952283,1982,156,,/title/tt0084787/
1,El toro salvaje,"Martin Scorsese (dir.), Robert De Niro, Cathy Moriarty",8.127693553516124,1980,157,,/title/tt0081398/
2,Lo que el viento se llevó,"Victor Fleming (dir.), Clark Gable, Vivien Leigh",8.124635913094442,1939,158,,/title/tt0031381/
3,V de Venganza,"James McTeigue (dir.), Hugo Weaving, Natalie Portman",8.124475647747337,2005,159,,/title/tt0434409/
4,Intensa Mente,"Pete Docter (dir.), Amy Poehler, Bill Hader",8.122814922821876,2015,160,,/title/tt2096673/
1,"Juegos, trampas y dos pistolas humeantes","Guy Ritchie (dir.), Jason Flemyng, Dexter Fletcher",8.121911552644887,1998,161,,/title/tt0120735/
2,Con M de Muerte,"Alfred Hitchcock (dir.), Ray Milland, Grace Kelly",8.12003015677348,1954,162,,/title/tt0046912/
3,El secreto de sus ojos,"Juan José Campanella (dir.), Ricardo Darín, Soledad Villamil",8.11786669326114,2009,163,,/title/tt1305806/
4,El increíble castillo vagabundo,"Hayao Miyazaki (dir.), Chieko Baishô, Takuya Kimura",8.11544637446699,2004,164,,/title/tt0347149/
1,El puente sobre el río Kwai,"David Lean (dir.), William Holden, Alec Guinness",8.11259470015201,1957,165,,/title/tt0050212/
2,Tres anuncios por un crimen,"Martin McDonagh (dir.), Frances McDormand, Woody Harrelson",8.111687792027459,2017,166,,/title/tt5027774/
3,La vida en el abismo,"Danny Boyle (dir.), Ewan McGregor, Ewen Bremner",8.111120080110098,1996,167,,/title/tt0117951/
4,La última pelea,"Gavin O'Connor (dir.), Tom Hardy, Nick Nolte",8.103643783409106,2011,168,,/title/tt1291584/
1,Gran Torino,"Clint Eastwood (dir.), Clint Eastwood, Bee Vang",8.103176328248459,2008,169,,/title/tt1205489/
2,"Fargo, secuestro voluntario","Joel Coen (dir.), William H. Macy, Frances McDormand",8.102567929688703,1996,170,,/title/tt0116282/
3,Intriga,"Denis Villeneuve (dir.), Hugh Jackman, Jake Gyllenhaal",8.099831492690855,2013,171,,/title/tt1392214/
4,Mi vecino Totoro,"Hayao Miyazaki (dir.), Hitoshi Takagi, Noriko Hidaka",8.093834421070637,1988,172,,/title/tt0096283/
1,Golpes del destino,"Clint Eastwood (dir.), Hilary Swank, Clint Eastwood",8.089489849393681,2004,173,,/title/tt0405159/
2,Atrápame si puedes,"Steven Spielberg (dir.), Leonardo DiCaprio, Tom Hanks",8.088426430311955,2002,174,,/title/tt0264464/
3,La quimera del oro,"Charles Chaplin (dir.), Charles Chaplin, Mack Swain",8.086508692953734,1925,175,,/title/tt0015864/
4,Los niños del cielo,"Majid Majidi (dir.), Mohammad Amir Naji, Amir Farrokh Hashemian",8.085399054243657,1997,176,,/title/tt0118849/
1,Blade Runner,"Ridley Scott (dir.), Harrison Ford, Rutger Hauer",8.085099004936525,1982,177,,/title/tt0083658/
2,Nido de ratas,"Elia Kazan (dir.), Marlon Brando, Karl Malden",8.082545915562244,1954,178,,/title/tt0047296/
3,El tercer hombre,"Carol Reed (dir.), Orson Welles, Joseph Cotten",8.079899414947027,1949,179,,/title/tt0041959/
4,12 años esclavo,"Steve McQueen (dir.), Chiwetel Ejiofor, Michael Kenneth Williams",8.07980980490725,2013,180,,/title/tt2024544/
1,Antes del amanecer,"Richard Linklater (dir.), Ethan Hawke, Julie Delpy",8.079702162877325,1995,181,,/title/tt0112471/
2,Fresas silvestres,"Ingmar Bergman (dir.), Victor Sjöström, Bibi Andersson",8.079056104780696,1957,182,,/title/tt0050986/
3,Harry Potter y las reliquias de la muerte 2,"David Yates (dir.), Daniel Radcliffe, Emma Watson",8.077958736386458,2011,183,,/title/tt1201607/
4,Ben-Hur,"William Wyler (dir.), Charlton Heston, Jack Hawkins",8.077716058632646,1959,184,,/title/tt0052618/
1,Perdida,"David Fincher (dir.), Ben Affleck, Rosamund Pike",8.077047472372115,2014,185,,/title/tt2267998/
2,La General,"Clyde Bruckman (dir.), Buster Keaton, Marion Mack",8.076971531119511,1926,186,,/title/tt0017925/
3,El francotirador,"Michael Cimino (dir.), Robert De Niro, Christopher Walken",8.075429268243175,1978,187,,/title/tt0077416/
4,El gran hotel Budapest,"Wes Anderson (dir.), Ralph Fiennes, F. Murray Abraham",8.074199934500768,2014,188,,/title/tt2278388/
1,En el nombre del padre,"Jim Sheridan (dir.), Daniel Day-Lewis, Pete Postlethwaite",8.074173333787702,1993,189,,/title/tt0107207/
2,Barry Lyndon,"Stanley Kubrick (dir.), Ryan O'Neal, Marisa Berenson",8.072942037662193,1975,190,,/title/tt0072684/
3,El salario del miedo,"Henri-Georges Clouzot (dir.), Yves Montand, Charles Vanel",8.072201729521144,1953,191,,/title/tt0046268/
4,Sherlock Jr,"Buster Keaton (dir.), Buster Keaton, Kathryn McGuire",8.069739891457667,1924,192,,/title/tt0015324/
1,Caballero sin espada,"Frank Capra (dir.), James Stewart, Jean Arthur",8.069604908948916,1939,193,,/title/tt0031679/
2,Salinui chueok,"Bong Joon Ho (dir.), Song Kang-ho, Kim Sang-kyung",8.068802010962672,2003,194,,/title/tt0353969/
3,Hasta el último hombre,"Mel Gibson (dir.), Andrew Garfield, Sam Worthington",8.068680228959431,2016,195,,/title/tt2119532/
4,Klaus,"Sergio Pablos (dir.), Jason Schwartzman, J.K. Simmons",8.068421828574436,2019,196,,/title/tt4729430/
1,Relatos salvajes,"Damián Szifron (dir.), Darío Grandinetti, María Marull",8.066830971254086,2014,197,,/title/tt3011894/
2,El séptimo sello,"Ingmar Bergman (dir.), Max von Sydow, Gunnar Björnstrand",8.065869074829461,1957,198,,/title/tt0050976/
3,Room,"Lenny Abrahamson (dir.), Brie Larson, Jacob Tremblay",8.064255127956509,2015,199,,/title/tt3170832/
4,Mad Max: Furia en el camino,"George Miller (dir.), Tom Hardy, Charlize Theron",8.063218941144559,2015,200,,/title/tt1392190/
1,Mary and Max,"Adam Elliot (dir.), Toni Collette, Philip Seymour Hoffman",8.061860912021016,2009,201,,/title/tt0978762/
2,Cómo entrenar a tu dragón,"Dean DeBlois (dir.), Jay Baruchel, Gerard Butler",8.061540617482592,2010,202,,/title/tt0892769/
3,Identidad peligrosa,"Joel Coen (dir.), Jeff Bridges, John Goodman",8.06073275964135,1998,203,,/title/tt0118715/
4,"Monsters, Inc","Pete Docter (dir.), Billy Crystal, John Goodman",8.059586926718437,2001,204,,/title/tt0198781/
1,Tiburón,"Steven Spielberg (dir.), Roy Scheider, Robert Shaw",8.05946896430311,1975,205,,/title/tt0073195/
2,Cuentos de Tokio,"Yasujirô Ozu (dir.), Chishû Ryû, Chieko Higashiyama",8.05732321740732,1953,206,,/title/tt0046438/
3,La pasión de Juana de Arco,"Carl Theodor Dreyer (dir.), Maria Falconetti, Eugene Silvain",8.057116853961569,1928,207,,/title/tt0019254/
4,La sociedad de los poetas muertos,"Peter Weir (dir.), Robin Williams, Robert Sean Leonard",8.05522049038409,1989,208,,/title/tt0097165/
1,Hotel Ruanda,"Terry George (dir.), Don Cheadle, Sophie Okonedo",8.051908379807548,2004,209,,/title/tt0395169/
